销售单号,商品编码,商品名称,单位,拣货数量,长cm,宽cm,高cm,计算规则（L/kg),规则体积推算L,规格体积L,规则体积补充,备注：长宽高为一组；计算规则为二组；规则体积推算为三组；规则体积L+规则体积补充为四组
OM25062700007150,1337783,红心鸡蛋,KG,5.0,,,,2.0,,,,
OM25062700006431,6615,鲜海鲜菇,KG,10.0,,,,4.5,,,,
OM25062700007627,1275521,热鲜公鸡切块(约4*4cm),KG,4.24,,,,2.5,,,,
OM25062700004886,1288652,老姜（清洗）,KG,0.26,,,,3.5,,,,
OM25062700005893,1413562,玉米窝窝头50g*3,包,2.0,15.0,8.0,10.0,,,,,
OM25062700007689,1425254,[彩食鲜]千禧小番茄,KG,2.1,,,,2.5,,,,
OM25062700007689,973452,[彩食鲜]菠菜,KG,6.08,,,,7.0,,,,
OM25062700005370,1070718,彩食鲜干豆腐皮,KG,1.5,,,,2.0,,,,
OM25062800000105,1598166,玉米萌萌猫爪糕30g*6个,包,14.0,15.0,8.0,10.0,,,,,
OM25062700006781,999143,青椒,KG,2.04,,,,5.0,,,,
OM25062900000231,1116454,蒜苗,KG,0.5,,,,4.0,,,,
OM25062700003112,1275557,热鲜跑山鸡烧毛,KG,9.24,,,,2.5,,,,
OM25062900001309,843259,毛芋仔（去皮）,KG,6.06,,,,3.5,,,,
OW25062900001036,1440759,西瓜红红薯,KG,4.0,,,,2.5,,,,
OM25062900000356,1065530,火葱,KG,2.5,,,,4.0,,,,
OM25062900000388,1279445,土豆(5两以上),KG,2.42,,,,1.5,,,,
OW25062900001003,1068773,麒麟西瓜,KG,8.5,,,,2.5,,,,
OM25062900000358,1069787,彩食鲜去尾海带,KG,1.2,,,,3.0,,,,
OM25062900000524,264396,红美人椒,KG,3.0,,,,5.0,,,,
OM25062900000521,317366,冻猪拱嘴,KG,4.8,,,,2.5,,,,
OM25062900001570,1922579,南瓜拉丝馒头50g*3,包,3.0,15.0,8.0,10.0,,,,,
OM25062900001570,1734074,热鲜鸡杂（切片）,KG,2.1,,,,2.5,,,,
OM25062900001778,2014508,燕麦米0.5kg,袋,1.0,12.0,13.0,5.0,,,,,
OM25062900001997,1639307,半成品肥肠 少油,KG,1.5,,,,2.5,,,,
OM25062900003018,1493192,热鲜老母鸡(净膛),KG,4.06,,,,2.5,,,,
OM25062900002041,1488672,冷鲜梅花肉切丝(长约3cm),KG,1.54,,,,1.5,,,,
OM25062900002046,1648816,红富士苹果80#,KG,6.35,,,,2.5,,,,
OM25062900003213,1191435,蒜米机剥,KG,0.55,,,,2.5,,,,
OM25062900003245,1133453,香葱水洗,KG,0.5,,,,6.0,,,,
OM25062900002164,1148640,沙地蜜薯,KG,1.0,,,,1.5,,,,
OM25062900002164,801900,圣迪乐散装谷物蛋,KG,14.64,,,,2.0,,,,
OM25062900002307,1141039,彩食鲜新一代干辣椒段,KG,5.0,,,,9.0,,,,
OM25062900002253,1271528,[彩食鲜]大葱,KG,1.0,,,,4.5,,,,
OM25062900003344,1271599,[彩食鲜]黄彩椒,KG,1.1,,,,5.0,,,,
OM25062900003506,1700370,松散甘蓝去毛叶,KG,2.06,,,,2.8,,,,
OM25062900003508,1362853,鲜姜芽,KG,1.56,,,,2.5,,,,
OM25062900003519,1258024,本地白壳蛋,KG,23.02,,,,2.0,,,,
OM25062900003357,1478867,彩食鲜牛腩（CY）,KG,50.0,,,,2.3,,,,
OM25062900003372,1166223,[彩食鲜]小白菜,KG,7.5,,,,7.0,,,,
OM25062900002438,1724628,红头蒜苗（去皮去根）,KG,1.51,,,,3.5,,,,
OM25062700006006,1266848,油麦菜,KG,10.48,,,,7.0,,,,
OM25062900003613,1552051,鲜五花肉（精品）烧,KG,1.11,,,,1.5,,,,
OW25062900000095,1133453,香葱水洗,KG,1.0,,,,6.0,,,,
OM25062900002752,1166223,[彩食鲜]小白菜,KG,6.52,,,,7.0,,,,
OM25062900003748,456,平包甘蓝,KG,10.26,,,,2.8,,,,
OM25062900002616,318693,凉粉,KG,0.0,,,,2.5,,,,
OM25062900002616,787523,[彩食鲜]莴笋杆,KG,9.12,,,,2.5,,,,
OM25062700006431,1611766,[彩食鲜]进口香蕉,KG,10.95,,,,4.5,,,,
OW25062900000095,894789,圆生菜,KG,1.7,,,,7.0,,,,
OM25062900003673,757082,冻鸡大胸,KG,2.16,,,,2.5,,,,
OM25062900003673,787582,[彩食鲜]铁棍山药,KG,1.52,,,,1.5,,,,
OM25062900003692,1095594,小黄姜,KG,0.55,,,,2.5,,,,
OM25062900002710,1211728,木瓜(300-500g),KG,3.19,,,,2.5,,,,
OM25062700006452,578996,有源牌特麻浓香花椒油350ml,瓶,2.0,6.0,4.5,26.0,,,,,
OM25062800004945,1929065,蜀新源泡酸菜2.5kg*5,件,4.0,27.0,30.0,26.0,,,,,
OM25062700002570,101229,一级保宁醋（金标）430ml,瓶,20.0,24.0,5.0,5.0,,,,,
OM25062900002836,1276876,糯玉米去皮,KG,3.14,,,,3.5,,,,
OM25062700000855,296700,晶心腌制盐1kg,袋,2.0,24.0,15.0,3.0,,,,,
OM25062900000357,1071584,胖子麻辣鱼310g,袋,6.0,25.0,16.0,1.0,,,,,
OM25062700007065,858306,家乐浓缩鸡汁1kg,瓶,1.0,26.5,8.0,8.0,,,,,
OM25062900002980,1734065,鲜鸡带皮腿肉(乇乇肉),KG,5.71,,,,2.5,,,,
OM25062900002836,1068773,麒麟西瓜,KG,9.28,,,,2.5,,,,
OM25062900002906,619,菜椒,KG,0.26,,,,5.0,,,,
OM25062900003859,612,韭黄,KG,7.65,,,,4.0,,,,
OM25062900001944,1639468,[膳立方]超值培根 1kg,袋,4.0,30.0,20.0,5.0,,,,,
OM25062700007669,2040278,酸柠檬烘焙咖啡454g,袋,10.0,12.0,7.0,23.0,,,,,
OM25062700002656,1548504,精品红薯淀粉0.5kg,袋,1.0,18.0,17.0,3.0,,,,,
OM25062900001323,1065414,广味源大红浙醋630ml,瓶,1.0,21.0,7.0,7.0,,,,,
OM25062900005005,1215326,蒜苗（去头理净）,KG,0.58,,,,3.5,,,,
OW25062900000124,614,生姜湿,KG,0.59,,,,2.5,,,,
OM25062900001918,1279380,热鲜牛腩切块(约3*3cm）,KG,5.38,,,,2.3,,,,
OM25062700005771,1068773,麒麟西瓜,KG,17.14,,,,2.5,,,,
OM25062900005188,1255719,新藕,KG,20.16,,,,2.5,,,,
OM25062900004021,1349628,热鲜瘦肉,KG,13.0,,,,1.8,,,,
OM25062900004022,671420,[彩食鲜]木耳菜,KG,12.86,,,,7.0,,,,
OM25062900005176,1347204,[彩食鲜]紫皮洋葱,KG,5.06,,,,2.0,,,,
OM25062900004271,1720447,土豆胡萝卜（切粒）组合400g,份,1.0,,,,,1.4,,,
OM25062900004277,1215327,莲藕（切片）1.5kg,袋,5.0,,,,,5.25,,,
OM25062900005311,1475971,鲜五花肉（整块）,KG,3.59,,,,1.8,,,,
OM25062900004271,1099512,独头蒜（去皮）1.5kg,份,5.0,,,,,5.25,,,
OM25062900004323,852432,[彩食鲜]青椒,KG,5.1,,,,5.0,,,,
OM25062900004327,1630595,冬瓜(切),KG,16.08,,,,3.5,,,,
OM25062900004329,1070674,彩食鲜干海带结,KG,0.75,,,,3.0,,,,
OM25062900003357,1849488,彩食鲜鲜兔(QW),KG,10.0,,,,3.0,,,,
OM25062700002601,1211346,长茄,KG,7.4,,,,4.5,,,,
OM25062900004377,318693,凉粉,KG,8.55,,,,2.5,,,,
OM25062900004460,1240808,螺丝椒,KG,10.04,,,,5.0,,,,
OM25062900004485,1556727,熟咸鸭蛋（枚）,枚,100.0,,,,,,0.1,0,
OM25062900005578,1347228,[彩食鲜]黄皮美人椒,KG,2.78,,,,5.0,,,,
OM25062900005582,1191435,蒜米机剥,KG,1.68,,,,2.5,,,,
OM25062900005582,787458,[彩食鲜]香菜,KG,1.06,,,,6.0,,,,
OM25062900004509,2000943,[彩食鲜]紫长茄,KG,1.2,,,,4.5,,,,
OM25062900004514,1456953,冻小黄鱼(10-12条/斤)(国产) 包冰率30% 单冻,KG,2.0,,,,2.5,,,,
OM25062900005626,1070686,彩食鲜黄豆,KG,0.5,,,,1.8,,,,
OM25062900004580,1133453,香葱水洗,KG,1.0,,,,6.0,,,,
OM25062900004073,14244,统一鲜橙多2L,瓶,6.0,30.0,10.0,8.0,,,,,
OM25062900004563,1454655,天友利乐核桃花生奶180ml*20,提,2.0,20.5,11.0,16.0,,,,,
OM25062900004032,7748,海天上等蚝油700g,瓶,1.0,27.0,6.8,6.8,,,,,
OM25062900005005,1015421,五得利(五星)特精小麦粉25kg,袋,1.0,68.0,45.0,9.0,,,,,
OM25062900004518,1266848,油麦菜,KG,12.02,,,,7.0,,,,
OM25062900005616,1276101,热鲜筒骨(带肉率15%)切块(约4*5cm),KG,0.54,,,,2.8,,,,
OM25062900004530,1470470,海带结(冰鲜中扣),KG,1.5,,,,2.8,,,,
OM25062900005003,1548513,精品红薯淀粉5kg,袋,1.0,41.0,27.0,6.5,,,,,
OM25062900005003,1396091,佳仙原味冰粉粉40g,包,10.0,12.0,11.0,1.0,,,,,
OM25062900003989,315416,保宁9°白醋480ml,瓶,2.0,24.0,6.0,6.0,,,,,
OM25062900004377,310039,老实老坛鱼酸菜（盐水渍菜）400g,袋,15.0,22.0,15.0,2.0,,,,,
OM25062900003913,770405,红蜻蜓非转菜籽油20L,桶,3.0,50.0,25.0,25.0,,,,,
OM25062900005788,1182504,鲜纤排切块,KG,3.55,,,,2.8,,,,
OM25062900004580,8775,鲜鸡蛋,KG,5.68,,,,2.0,,,,
OM25062700006694,1734035,鲜公鸡（烧）,KG,15.2,,,,2.5,,,,
OM25062900004769,1352943,凤梨(1.3-1.7kg),KG,8.02,,,,2.5,,,,
TOWC57250629001439,1708887,酒都泡酸菜2.5KG,袋,1.0,21.0,3.5,32.0,,,,,
OM25062900004742,1382029,毛豆仁,KG,0.28,,,,3.5,,,,
OM25062700002413,1159466,淯阳上海白醋500ml,瓶,20.0,26.0,6.0,6.0,,,,,
OW25062900000206,843259,毛芋仔（去皮）,KG,9.0,,,,3.5,,,,
OM25062800000554,1257602,广御园蛋蛋仔208g,袋,10.0,18.0,12.0,2.0,,,,,
OM25062900004879,92,鲜牛腩,KG,1.0,,,,2.3,,,,
OW25062900001092,846698,[彩食鲜]豇豆,KG,13.74,,,,3.5,,,,
OM25062900004933,1099547,折耳根叶（清洗）450g,份,1.0,,,,,1.575,,,
TOWB69250629000473,2014540,红糖板0.5kg,袋,1.0,7.0,7.0,20.0,,,,,
OM25062900004932,1803653,红牛角椒（去把）0.5kg,袋,1.0,,,,,1.75,,,
OM25062900006020,1099506,青小米椒（去把）450g,份,1.0,,,,,1.575,,,
OM25062900006042,852410,[彩食鲜]西红柿,KG,1.54,,,,2.5,,,,
OM25062900000231,925792,彩食鲜小西米,KG,1.5,,,,1.7,,,,
OM25062700007409,1996791,钢柄宏发油格30CM,个,5.0,,,,,,2.0,异形件,
OM25062700007281,1491723,花鲢鱼(杀净)(杀前2-4斤/条),KG,21.72,,,,1.8,,,,
OM25062900004073,1140114,双汇汇福来火腿肠330g,支,18.0,25.0,10.0,2.0,,,,,
OM25062900004666,411012,天友老酸奶160g,杯,12.0,8.0,8.0,12.0,,,,,
OM25062900007092,1347228,[彩食鲜]黄皮美人椒,KG,1.0,,,,5.0,,,,
OW25062900001121,1271536,[彩食鲜]空心菜,KG,9.46,,,,7.0,,,,
TOW0X2250629000534,837929,法丽兹抹茶慕斯巧克力味曲奇115g,盒,24.0,18.0,15.0,6.0,,,,,
OM25062900004384,2054765,鹃宁红油郫县豆瓣10kg,件,3.0,21.0,23.0,28.0,,,,,
OM25062900003344,318693,凉粉,KG,12.7,,,,2.5,,,,
OM25062700003857,1182504,鲜纤排切块,KG,10.02,,,,2.8,,,,
OM25062900003859,1551826,鲜猪前蹄切块（约2*3cm）,KG,9.91,,,,2.5,,,,
OM25062900003772,1195900,彩食鲜老红糖,KG,2.5,,,,1.5,,,,
OM25062900000479,943167,桃李主食面包（全麦）360g,袋,2.0,12.0,13.0,10.0,,,,,
OM25062900000535,852432,[彩食鲜]青椒,KG,10.37,,,,5.0,,,,
OM25062900003572,1493310,热鲜三黄鸡净膛烧毛,KG,10.1,,,,2.5,,,,
OM25063000000175,1167133,[鲜伊品]宫保鸡丁280g,份,233.0,15.0,6.0,6.0,,,,,
OW25062700000022,1065509,黄豆芽,KG,0.34,,,,5.0,,,,
OM25062700000975,1177409,小大葱,KG,1.5,,,,4.5,,,,
OW25062600001195,2112,青梗花菜,KG,7.02,,,,5.0,,,,
OM25062700005725,1420038,圆西葫芦,KG,3.16,,,,2.9,,,,
OM25062700005716,1659062,鲜里脊肉（去筋）,KG,3.08,,,,1.5,,,,
OM25062700005771,787432,[彩食鲜]鲜杏鲍菇,KG,10.0,,,,4.5,,,,
OM25062700002570,1511661,厚皮椒,KG,1.53,,,,5.0,,,,
OM25062800000711,787458,[彩食鲜]香菜,KG,0.64,,,,6.0,,,,
OM25062800000103,1643148,鲜粉条,KG,5.02,,,,2.5,,,,
OM25062800000105,1279229,西州蜜哈密瓜(1.5-2kg),KG,10.8,,,,2.5,,,,
OW25062800000074,1033740,鲜茶树菇,KG,1.25,,,,4.5,,,,
OM25062800005892,1166207,[彩食鲜]韭菜,KG,1.61,,,,4.0,,,,
OM25062700006781,1064285,[彩食鲜]油麦菜,KG,1.66,,,,7.0,,,,
OM25062700006781,1424577,空心菜,KG,2.54,,,,7.0,,,,
OM25062800000599,1070682,彩食鲜糯小米,KG,5.0,,,,1.8,,,,
OM25062700004040,1033740,鲜茶树菇,KG,6.6,,,,4.5,,,,
OM25062700005136,1069790,彩食鲜干方竹笋,KG,2.5,,,,3.0,,,,
OM25062700005767,1140523,[彩食鲜]白萝卜,KG,3.69,,,,2.0,,,,
OM25062700006017,1271554,[彩食鲜]平菇,KG,2.88,,,,4.5,,,,
OM25062700007150,1610820,冷鲜梅花肉(黑猪),KG,2.66,,,,1.5,,,,
OM25062700007150,852410,[彩食鲜]西红柿,KG,2.76,,,,2.5,,,,
OM25062700006442,1470581,海带(冰鲜),KG,1.0,,,,2.8,,,,
OM25062700007492,949923,仔姜,KG,2.6,,,,2.5,,,,
OM25062700006660,899687,[彩食鲜]长丝瓜,KG,11.4,,,,2.9,,,,
OM25062700006785,1070708,彩食鲜干香菇,KG,0.5,,,,30.0,,,,
OM25062700002570,1830219,圣迪乐富硒蛋,KG,21.0,,,,2.0,,,,
OM25062800005141,1630595,冬瓜(切),KG,7.29,,,,3.5,,,,
OM25062800005153,570,南瓜,KG,2.57,,,,1.6,,,,
OM25062800004609,852432,[彩食鲜]青椒,KG,3.04,,,,5.0,,,,
OM25062800000098,1234224,[彩食鲜]西葫芦,KG,9.0,,,,2.9,,,,
OM25062700006594,1068773,麒麟西瓜,KG,12.96,,,,2.5,,,,
OM25062700006452,1631663,白砂糖500g,份,1.0,19.0,12.0,4.0,,,,,
OM25062900000305,1132965,香葱带泥,KG,0.0,,,,6.0,,,,
OM25062900000305,1362944,冷鲜前腿肉(烧毛),KG,20.1,,,,1.5,,,,
OM25062900001341,1531959,厚豆干（KG）,KG,6.0,,,,2.5,,,,
OM25062900000362,608,大葱带叶,KG,5.0,,,,4.5,,,,
OM25062900000330,1291549,热鲜去油猪肚,KG,7.56,,,,2.8,,,,
OM25062900000376,1531959,厚豆干（KG）,KG,3.0,,,,2.5,,,,
OM25062900000472,1567544,热鲜五花肉(烧毛),KG,3.05,,,,1.8,,,,
OM25062900001504,1177160,冷鲜猪肉馅(前腿瘦肉）,KG,2.0,,,,1.5,,,,
OM25062900001570,1131113,青小米椒,KG,1.01,,,,5.0,,,,
OW25062900001003,1415284,肉丝瓜,KG,5.08,,,,2.9,,,,
OW25062900001003,1559505,红皮洋葱,KG,1.02,,,,2.0,,,,
OW25062900000026,2014767,聚行家黄豆2.5kg,袋,1.0,23.0,6.0,33.0,,,,,
OW25062900000026,2014956,干大木耳0.5kg（一级）,袋,1.0,19.0,7.0,27.0,,,,,
OM25062900001778,2014737,黄豆0.5kg,袋,1.0,12.0,13.0,5.0,,,,,
OM25062900001777,1567544,热鲜五花肉(烧毛),KG,3.58,,,,1.8,,,,
OM25062900000881,787458,[彩食鲜]香菜,KG,0.28,,,,6.0,,,,
OM25062900000937,1694671,冷鲜里脊肉(黑猪),KG,0.0,,,,1.5,,,,
OM25062900001938,1630657,[彩食鲜]黄皮美人椒(软皮）,KG,2.52,,,,5.0,,,,
OM25062900000975,1639288,黄晶皮蛋（鸭蛋皮蛋）,个,18.0,,,,,,0.1,0,
OM25062900003018,1116454,蒜苗,KG,1.54,,,,4.0,,,,
OM25062900003025,1070680,彩食鲜燕麦米,KG,0.5,,,,1.8,,,,
OM25062900002098,852410,[彩食鲜]西红柿,KG,3.62,,,,2.5,,,,
OM25062900001997,1639288,黄晶皮蛋（鸭蛋皮蛋）,个,36.0,,,,,,0.1,0,
OM25062900002009,852439,[彩食鲜]黄瓜,KG,6.16,,,,2.0,,,,
OM25062900003159,2000943,[彩食鲜]紫长茄,KG,3.04,,,,4.5,,,,
OW25062900000103,1493225,热鲜三黄鸡切块(约2*2cm),KG,2.08,,,,2.5,,,,
OM25062700003786,1611766,[彩食鲜]进口香蕉,KG,10.56,,,,4.5,,,,
OM25062900000330,1551873,紫洋葱（去皮),KG,20.0,,,,3.5,,,,
OM25062900003575,1552045,小葱（去根清洗）,KG,1.0,,,,3.5,,,,
OW25062900001095,1695892,热鲜猪前蹄切块(约3*4cm),KG,2.61,,,,3.5,,,,
OM25062900003519,1211346,长茄,KG,7.6,,,,4.5,,,,
OM25062900003692,1064285,[彩食鲜]油麦菜,KG,1.3,,,,7.0,,,,
OM25062900003788,566,地冬瓜,KG,3.12,,,,1.6,,,,
OM25062900002858,852439,[彩食鲜]黄瓜,KG,10.2,,,,2.0,,,,
OM25062900003557,2041044,冻去骨猪头肉(9.8kg/箱),箱,1.0,44.0,30.0,15.0,,,,,
OM25062900002744,1502182,热鲜多筋牛腱子,KG,15.0,,,,2.3,,,,
OM25062900002750,1734001,鲜鹅（净膛/烧）,KG,11.4,,,,3.0,,,,
OM25062900002752,1179973,白面条（细面）,KG,5.02,,,,2.5,,,,
OM25062900003761,318693,凉粉,KG,1.4,,,,2.5,,,,
OM25062900002909,1531959,厚豆干（KG）,KG,3.0,,,,2.5,,,,
OM25062900003877,787458,[彩食鲜]香菜,KG,1.56,,,,6.0,,,,
OM25062900002616,1620642,黑豆豉500g,包,3.0,11.0,12.0,4.0,,,,,
OM25062900003772,296338,佳仙原味蒸肉粉200g,袋,30.0,17.0,3.0,2.0,,,,,
OM25062900000524,1133354,丘比沙拉汁焙煎芝麻口味1.5L,瓶,2.0,7.0,7.0,31.0,,,,,
OM25062900002077,90919,东古一品鲜酱油500ml,瓶,1.0,24.0,6.0,6.0,,,,,
OM25062800005133,675170,晶心低钠盐400g,袋,50.0,17.5,12.0,2.0,,,,,
OM25062900000388,172060,梅林午餐肉(上海）340g,罐,1.0,10.0,5.0,9.0,,,,,
OM25062700007388,1474631,饭巢老火锅底料450g,袋,24.0,24.0,14.0,4.0,,,,,
OW25062700001071,1747107,元宝牌(彩食鲜甄选)东北珍珠米25kg,袋,1.0,63.0,33.0,12.0,,,,,
OM25062700006552,1227694,泡红圆椒500g,包,5.0,23.0,15.0,3.0,,,,,
OM25062700007627,79303,思念宁波风味黑芝麻汤圆 500g,包,10.0,21.5,14.5,5.0,,,,,
OM25062800000711,943167,桃李主食面包（全麦）360g,袋,1.0,12.0,13.0,10.0,,,,,
OM25062900000357,827463,名扬手工全型火锅底料牛油微辣500g,袋,4.0,24.5,14.0,4.0,,,,,
OM25062900003748,1194070,鲜瘦肉（后腿）切丝（长约4cm）,KG,5.02,,,,1.8,,,,
OM25062900002840,1171389,冷鲜鲜五花肉去皮,KG,4.66,,,,1.5,,,,
OM25062900002909,1174731,鲜猪肉馅(5肥5瘦),KG,3.51,,,,1.8,,,,
OM25062900003573,1097128,双汇火腿肠160g,支,36.0,8.0,8.0,12.0,,,,,
OW25062700000022,305105,国泰味精454g,袋,1.0,20.0,12.0,3.0,,,,,
OM25062900002909,1227715,青小米椒500g,包,6.0,15.0,18.0,4.0,,,,,
OM25062900001997,1113196,丁点儿干锅酱500克,瓶,2.0,8.0,11.0,12.0,,,,,
OM25062800002222,954327,幺麻子藤椒油5L,瓶,2.0,31.0,10.0,17.0,,,,,
OM25062700003857,1227704,有叶酸菜2kg,包,2.0,22.0,16.0,8.0,,,,,
OM25062900005012,1630504,[彩食鲜]小黄葱,KG,0.5,,,,4.0,,,,
OW25062900001092,852432,[彩食鲜]青椒,KG,12.54,,,,5.0,,,,
OW25062900000124,1279445,土豆(5两以上),KG,3.11,,,,1.5,,,,
OM25062900003965,1166163,[彩食鲜]白莲藕,KG,3.12,,,,2.5,,,,
OM25062900004022,167331,小米椒,KG,0.27,,,,5.0,,,,
OM25062900003940,1255719,新藕,KG,1.3,,,,2.5,,,,
OM25062900003965,852410,[彩食鲜]西红柿,KG,2.18,,,,2.5,,,,
OM25062900005065,1232928,鸡蛋水面（细面）,KG,1.56,,,,2.5,,,,
OM25062900002993,1631663,白砂糖500g,份,1.0,19.0,12.0,4.0,,,,,
OM25062900005175,1362929,热鲜二刀肉(烧毛),KG,7.24,,,,1.8,,,,
OM25062900004026,1521662,热鲜猪肝(精品),KG,12.5,,,,2.8,,,,
OM25062900005110,1552112,[彩食鲜]白莲藕（中段）,KG,7.8,,,,2.5,,,,
OM25062900005176,1166247,[彩食鲜]青梗花菜,KG,9.0,,,,5.0,,,,
OM25062900005175,1142550,折耳根,KG,2.12,,,,4.0,,,,
OM25062900003474,1194826,甜王西瓜,KG,20.4,,,,2.5,,,,
OM25062900005332,1551859,鲜瘦肉前腿切片（约5mm）,KG,1.08,,,,1.5,,,,
OM25062900005336,1185789,鲜猪肉馅(3肥7瘦),KG,0.53,,,,1.8,,,,
OM25062900004281,1099517,大蒜（去皮）2.5kg,份,1.0,,,,,8.75,,,
OM25062900005334,1099546,薄荷叶（清洗）100g,份,2.0,,,,,0.35,,,
OM25062900004275,1720447,土豆胡萝卜（切粒）组合400g,份,2.0,,,,,1.4,,,
OM25062900003474,1194826,甜王西瓜,KG,23.38,,,,2.5,,,,
OM25062900004376,1631663,白砂糖500g,份,1.0,19.0,12.0,4.0,,,,,
OM25062900005511,1755338,彩食鲜熟花生碎,KG,1.0,,,,3.0,,,,
OM25062900004460,1532153,薄豆干（KG）,KG,7.5,,,,2.5,,,,
OM25062900003264,1266848,油麦菜,KG,12.76,,,,7.0,,,,
OM25062900004377,1559505,红皮洋葱,KG,2.56,,,,2.0,,,,
OM25062900004485,1630657,[彩食鲜]黄皮美人椒(软皮）,KG,4.02,,,,5.0,,,,
OM25062900005578,1511661,厚皮椒,KG,1.02,,,,5.0,,,,
OM25062900004551,1551872,鲜前腿肉（整）去皮,KG,2.85,,,,1.8,,,,
OM25062700004395,1493310,热鲜三黄鸡净膛烧毛,KG,12.48,,,,2.5,,,,
OM25062900005452,241005,华多原汁醪糟600g,瓶,1.0,10.0,10.0,14.0,,,,,
OM25062900004327,408546,晶心加碘食用盐400g,袋,30.0,18.0,11.0,3.0,,,,,
OM25062900005719,1179970,长寿粉,KG,5.1,,,,2.5,,,,
OM25062900000975,2027238,麻辣儿菜干500g,袋,2.0,23.0,15.0,3.0,,,,,
OW25062900000166,1483487,鲜猪肝切片（约3mm）,KG,3.24,,,,2.8,,,,
OM25062900004518,1279445,土豆(5两以上),KG,7.74,,,,1.5,,,,
OM25062900005684,1547029,冻鸡膝软骨2kg/袋,袋,6.0,26.0,18.0,4.0,,,,,
OM25062900005399,1227715,青小米椒500g,包,5.0,15.0,18.0,4.0,,,,,
OM25062900004485,1749965,海皇牌芝麻浓香风味调味油4L,桶,3.0,32.0,13.0,13.0,,,,,
OM25062900002993,1548504,精品红薯淀粉0.5kg,袋,5.0,18.0,17.0,3.0,,,,,
OM25062900004430,1747107,元宝牌(彩食鲜甄选)东北珍珠米25kg,袋,1.0,63.0,33.0,12.0,,,,,
OM25062900004666,1347204,[彩食鲜]紫皮洋葱,KG,2.52,,,,2.0,,,,
OM25062900002305,8775,鲜鸡蛋,KG,23.68,,,,2.0,,,,
OM25062800002721,419056,奶牛梦工场屋顶盒鲜牛奶950ml,盒,12.0,9.0,6.0,20.0,,,,,
OM25062900005965,1564731,热鲜瘦肉后腿,KG,2.55,,,,1.8,,,,
OM25062900004894,2014519,天鹰干辣椒段0.5kg,袋,1.0,20.0,10.0,25.0,,,,,
OM25062900002438,1700370,松散甘蓝去毛叶,KG,12.38,,,,2.8,,,,
OM25062700002693,1884467,天友新重庆风味酸牛奶（草莓味）150g*8,组,4.0,20.0,10.0,12.0,,,,,
OM25062900006042,1493225,热鲜三黄鸡切块(约2*2cm),KG,1.56,,,,2.5,,,,
OM25062900006047,1062490,红椒,KG,0.3,,,,5.0,,,,
OM25062700003666,1275656,热鲜白条鸭切块(约2*2cm),KG,10.48,,,,2.5,,,,
OM25062900005845,787523,[彩食鲜]莴笋杆,KG,3.25,,,,2.5,,,,
OM25062900007092,1483637,冷鲜五花肉(烧毛),KG,1.0,,,,1.5,,,,
OM25062900003859,1271536,[彩食鲜]空心菜,KG,8.96,,,,7.0,,,,
OM25062900007092,1127432,彩食鲜桂皮400g,KG,0.28,,,,12.0,,,,
OM25062900004635,69044,蒙牛特仑苏纯牛奶250ml*12,提,18.0,32.0,21.0,18.0,,,,,
OM25062900005071,1065530,火葱,KG,2.0,,,,4.0,,,,
OW25062900001145,1245841,鲜瘦肉（前腿）,KG,6.84,,,,1.8,,,,
OM25062900000362,852432,[彩食鲜]青椒,KG,7.74,,,,5.0,,,,
OM25062900000231,1631663,白砂糖500g,份,1.0,19.0,12.0,4.0,,,,,
OM25062900002868,1536084,焙乐道S500综合面包改良剂1kg,袋,1.0,27.0,19.0,3.0,,,,,
OM25062700003857,1211346,长茄,KG,12.08,,,,4.5,,,,
OM25062900004327,1736172,热鲜牛肋条（去骨）,KG,9.5,,,,2.3,,,,
OM25062700007624,1362944,冷鲜前腿肉(烧毛),KG,6.5,,,,1.5,,,,
OM25062900003083,1005588,桃李椰蓉面包80g,袋,17.0,8.0,5.0,18.0,,,,,
OW25062900000026,1285134,冷鲜五花肉(烧洗),KG,6.06,,,,1.5,,,,
OM25062900005812,1478867,彩食鲜牛腩（CY）,KG,11.06,,,,2.3,,,,
OM25062900005196,1531569,毛血旺（个）,个,14.0,,,,,,1.0,0,
OM25062900003397,1611766,[彩食鲜]进口香蕉,KG,10.23,,,,4.5,,,,
OM25063000000175,1342136,[鲜伊品]原味牛排130g,份,17.0,16.0,12.0,2.0,,,,,
OM25062700001801,1643147,鲜粉条（细）,KG,5.02,,,,2.5,,,,
OM25062700003112,899687,[彩食鲜]长丝瓜,KG,12.9,,,,2.9,,,,
OM25062700002578,1639319,去皮肥膘沫,KG,1.15,,,,1.5,,,,
OM25062700005129,317727,正大富硒蛋,KG,7.24,,,,2.0,,,,
OM25062700005767,846491,彩食鲜糯玉米粒,KG,2.52,,,,3.5,,,,
OM25062700006409,1276855,生姜（去皮）,KG,2.02,,,,3.5,,,,
OM25062700007383,1291470,茭白去皮,KG,1.5,,,,3.5,,,,
OW25062700000087,1031349,山药（去皮）,KG,1.8,,,,3.5,,,,
OM25062700002570,1271528,[彩食鲜]大葱,KG,0.5,,,,4.5,,,,
OM25062700002578,953471,西芹,KG,2.64,,,,4.0,,,,
OM25062800001623,1271574,[彩食鲜]红美人椒,KG,1.04,,,,5.0,,,,
OM25062800000711,1902278,红心火龙果(500-600g),KG,1.27,,,,2.0,,,,
OM25062800000105,1538224,花生米0.5kg,袋,1.0,12.0,13.0,5.0,,,,,
